,NodeCount,ConnectedComponentCount,MortalityRate,TimeToDeath,TimeToRecovery,CommunicationTime,ResistantProportion,Time,Infected,Resistant,Recovered,Dead,Communication,Weighted
466,4039,1,0.2,25,25,1,0.1,244.22817278258438,3333,369,2660,673,84427,True
467,4039,1,0.2,25,25,1,0.1,201.86193734145624,3333,373,2669,664,84314,False
468,4039,1,0.2,25,25,1,0.1,244.5914688825313,3323,371,2684,639,84671,True
469,4039,1,0.2,25,25,1,0.1,325.4962608031571,3432,347,2733,699,87854,False
470,4039,1,0.2,25,25,1,0.1,315.64353294798855,3324,383,2670,654,84088,True
471,4039,1,0.2,25,25,1,0.1,240.89239611642188,3217,398,2564,653,80433,False
472,4039,1,0.2,25,25,1,0.1,236.8204124596869,3287,373,2599,688,82171,True
473,4039,1,0.2,25,25,1,0.1,205.01057537560848,3197,381,2573,624,77095,False
474,4039,1,0.2,25,25,1,0.1,236.3619453116853,3275,335,2626,649,82495,True
475,4039,1,0.2,25,25,1,0.1,86.40626802515176,48,10,38,10,1152,False
476,4039,1,0.2,25,25,1,0.1,330.4809971975226,3354,343,2710,644,84687,True
477,4039,1,0.2,25,25,1,0.1,255.2115269786706,3311,406,2649,662,82441,False
478,4039,1,0.2,25,25,1,0.1,314.5846602689697,3346,341,2706,640,83886,True
479,4039,1,0.2,25,25,1,0.1,241.32336343806935,3369,331,2665,704,84332,False
480,4039,1,0.2,25,25,1,0.1,286.7108024297177,3317,353,2638,679,83385,True
481,4039,1,0.2,25,25,1,0.1,288.56582451361925,3468,374,2773,695,88218,False
482,4039,1,0.2,25,25,1,0.1,132.70116128099917,165,27,133,32,4557,True
483,4039,1,0.2,25,25,1,0.1,387.9155234144645,3245,367,2608,637,81184,False
484,4039,1,0.2,25,25,1,0.1,207.99795515920067,3244,381,2591,653,80727,True
485,4039,1,0.2,25,25,1,0.1,230.318728842594,3211,372,2531,680,76756,False
486,4039,1,0.2,25,25,1,0.1,149.38258339527272,33,9,25,8,688,True
487,4039,1,0.2,25,25,1,0.1,224.18432278630095,2812,299,2265,547,68064,False
488,4039,1,0.2,25,25,1,0.1,243.29327918366965,3314,352,2647,667,85558,True
489,4039,1,0.2,25,25,1,0.1,270.73941118206227,3228,368,2575,653,79129,False
490,4039,1,0.2,25,25,1,0.1,236.84185376884676,3225,400,2605,620,82220,True
491,4039,1,0.2,25,25,1,0.1,238.2569572170237,3442,351,2774,668,84653,False
492,4039,1,0.2,25,25,1,0.1,235.44937150463065,2441,278,1937,504,59134,True
493,4039,1,0.2,25,25,1,0.1,3.110454520430151,1,0,1,0,0,False
494,4039,1,0.2,25,25,1,0.1,260.1326264007175,3193,354,2554,639,81246,True
495,4039,1,0.2,25,25,1,0.1,229.1497190226407,3425,380,2719,706,86682,False
496,4039,1,0.2,25,25,1,0.1,226.80009176898622,3311,360,2632,679,83833,True
497,4039,1,0.2,25,25,1,0.1,242.05445917076463,3436,357,2743,693,88759,False
498,4039,1,0.2,25,25,1,0.1,3.6720087509400976,1,0,1,0,0,True
499,4039,1,0.2,25,25,1,0.1,233.0222935210606,3261,382,2622,639,82943,False
500,4039,1,0.2,25,25,1,0.1,213.0709740981967,3076,370,2471,605,77032,True
501,4039,1,0.2,25,25,1,0.1,68.1372533277341,3,2,3,0,146,False
502,4039,1,0.2,25,25,1,0.1,315.6488509932366,2709,299,2182,527,68605,True
503,4039,1,0.2,25,25,1,0.1,234.46956271668313,3226,334,2600,626,81272,False
504,4039,1,0.2,25,25,1,0.1,240.21882594507375,2703,297,2174,529,65410,True
505,4039,1,0.2,25,25,1,0.1,269.9722340966209,3388,387,2714,674,87150,False
506,4039,1,0.2,25,25,1,0.1,252.02060113596048,3307,350,2615,692,83432,True
507,4039,1,0.2,25,25,1,0.1,233.91920934868517,3409,371,2739,670,84978,False
508,4039,1,0.2,25,25,1,0.1,229.82466758495585,3305,380,2657,648,83238,True
509,4039,1,0.2,25,25,1,0.1,214.64605296754397,3152,368,2520,632,77837,False
510,4039,1,0.2,25,25,1,0.1,308.8696976750436,3272,370,2611,661,79227,True
511,4039,1,0.2,25,25,1,0.1,216.30891539093736,3403,369,2714,689,84212,False
512,4039,1,0.2,25,25,1,0.1,315.31097466649237,3272,372,2633,639,81709,True
513,4039,1,0.2,25,25,1,0.1,225.16599436230155,3368,374,2667,701,84177,False
514,4039,1,0.2,25,25,1,0.1,283.1194572411597,3013,345,2413,600,76442,True
515,4039,1,0.2,25,25,1,0.1,243.24773687825711,3224,353,2603,621,82005,False
516,4039,1,0.2,25,25,1,0.1,255.8449773001047,2712,315,2181,531,65614,True
517,4039,1,0.2,25,25,1,0.1,254.7351552318945,3445,387,2790,655,85427,False
518,4039,1,0.2,25,25,1,0.1,236.88078746750864,2661,288,2112,549,66326,True
519,4039,1,0.2,25,25,1,0.1,199.1347861996229,3390,390,2701,689,86093,False
520,4039,1,0.2,25,25,1,0.1,241.69839478167853,3165,342,2491,674,82321,True
521,4039,1,0.2,25,25,1,0.1,237.88757028370782,3343,408,2640,703,81180,False
522,4039,1,0.2,25,25,1,0.1,271.2524913799311,2694,305,2144,550,65799,True
523,4039,1,0.2,25,25,1,0.1,240.53311034076526,3388,363,2722,666,85050,False
524,4039,1,0.2,25,25,1,0.1,247.51070220048405,3344,384,2682,662,84568,True
525,4039,1,0.2,25,25,1,0.1,369.6896579243859,3386,394,2685,701,88266,False
526,4039,1,0.2,25,25,1,0.1,277.783669627133,3322,380,2688,634,80883,True
527,4039,1,0.2,25,25,1,0.1,196.40488016787924,3237,397,2597,640,83010,False
528,4039,1,0.2,25,25,1,0.1,223.7691358281732,3277,377,2592,685,82463,True
529,4039,1,0.2,25,25,1,0.1,3.2042710999799153,1,1,1,0,3,False
530,4039,1,0.2,25,25,1,0.1,314.1393808169528,3302,365,2614,688,82433,True
531,4039,1,0.2,25,25,1,0.1,289.5227389568741,2771,298,2224,547,68529,False
532,4039,1,0.2,25,25,1,0.1,280.07492829528445,3251,391,2639,612,82707,True
533,4039,1,0.2,25,25,1,0.1,8.61322436721846,1,1,1,0,5,False
534,4039,1,0.2,25,25,1,0.1,303.66894283153414,3283,374,2613,670,79991,True
535,4039,1,0.2,25,25,1,0.1,202.7629541845921,2737,327,2204,533,67007,False
536,4039,1,0.2,25,25,1,0.1,210.35834679843293,3143,329,2490,653,78976,True
537,4039,1,0.2,25,25,1,0.1,1.6747038217825,1,0,1,0,0,False
538,4039,1,0.2,25,25,1,0.1,363.5191314744689,3263,390,2597,666,82729,True
539,4039,1,0.2,25,25,1,0.1,219.1569167374294,3411,359,2763,648,86239,False
540,4039,1,0.2,25,25,1,0.1,2.824947258245795,1,0,1,0,0,True
541,4039,1,0.2,25,25,1,0.1,238.69216464670467,3401,383,2695,706,84508,False
542,4039,1,0.2,25,25,1,0.1,231.99899954568068,3120,328,2494,626,76551,True
543,4039,1,0.2,25,25,1,0.1,282.1418714008348,3202,362,2579,623,79421,False
544,4039,1,0.2,25,25,1,0.1,219.8620659188478,3206,367,2568,638,79824,True
545,4039,1,0.2,25,25,1,0.1,293.71661032558615,3267,374,2616,651,82243,False
546,4039,1,0.2,25,25,1,0.1,275.582523127362,3284,350,2608,676,82402,True
547,4039,1,0.2,25,25,1,0.1,269.0715964179479,3385,397,2719,666,85108,False
548,4039,1,0.2,25,25,1,0.1,250.94358320186097,3052,358,2468,584,76483,True
549,4039,1,0.2,25,25,1,0.1,117.37590005788759,159,12,137,22,4144,False
550,4039,1,0.2,25,25,1,0.1,314.52984109880845,3357,358,2633,724,82759,True
551,4039,1,0.2,25,25,1,0.1,221.92148566926704,3226,354,2572,654,80157,False
552,4039,1,0.2,25,25,1,0.1,265.95430093826724,3250,392,2635,615,77925,True
